fid,Src,Dest,Heading,Parent_Layer,Steps,Sheltered,Distance,Time_Cost,geometry_type,coordinates
19,COM3-Level1-LiftLobby1,COM3-Level1-LiftLobby1-Entrance,W,COM3_L1_ROOMS,0,T,5,4,LineString,"[[11552175.323474905, 144152.75132864868], [11552174.262757381, 144147.97216103633]]"
20,COM3-Level1-LiftLobby1,COM3-Level1-Lift1,N,COM3_L1_ROOMS,0,T,2,1,LineString,"[[11552175.323474905, 144152.75132864868], [11552174.360702425, 144154.9443104047]]"
20,COM3-Level1-Lift1,COM3-Level1-LiftLobby1,S,COM3_L1_ROOMS,0,T,2,1,LineString,"[[11552174.360702425, 144154.9443104047], [11552175.323474905, 144152.75132864868]]"
21,COM3-Level1-LiftLobby1,COM3-Level1-Stair1,E,COM3_L1_ROOMS,0,T,3,2,LineString,"[[11552175.323474905, 144152.75132864868], [11552178.29202338, 144154.03502528637]]"
21,COM3-Level1-Stair1,COM3-Level1-LiftLobby1,W,COM3_L1_ROOMS,0,T,3,2,LineString,"[[11552178.29202338, 144154.03502528637], [11552175.323474905, 144152.75132864868]]"
22,COM3-Level1-LiftLobby1-Entrance,COM3-Level1-Foyer-South,W,COM3_L1_ROOMS,0,T,31,23,LineString,"[[11552174.262757381, 144147.97216103633], [11552146.012401674, 144134.61911364133]]"
22,COM3-Level1-Foyer-South,COM3-Level1-LiftLobby1-Entrance,E,COM3_L1_ROOMS,0,T,31,23,LineString,"[[11552146.012401674, 144134.61911364133], [11552174.262757381, 144147.97216103633]]"
23,COM3-Level1-Foyer-North,COM3-Level1-Foyer,S,COM3_L1_ROOMS,0,T,15,11,LineString,"[[11552126.656663304, 144176.47965868592], [11552132.480099618, 144162.05812927193]]"
23,COM3-Level1-Foyer,COM3-Level1-Foyer-North,N,COM3_L1_ROOMS,0,T,15,11,LineString,"[[11552132.480099618, 144162.05812927193], [11552126.656663304, 144176.47965868592]]"
24,COM3-Level1-Foyer,COM3-Level1-Foyer-South,S,COM3_L1_ROOMS,0,T,30,22,LineString,"[[11552132.480099618, 144162.05812927193], [11552146.012401674, 144134.61911364133]]"
24,COM3-Level1-Foyer-South,COM3-Level1-Foyer,N,COM3_L1_ROOMS,0,T,30,22,LineString,"[[11552146.012401674, 144134.61911364133], [11552132.480099618, 144162.05812927193]]"
25,COM3-Level1-Foyer,COM3-Level1-Stair2-Entrance,W,COM3_L1_ROOMS,0,T,8,6,LineString,"[[11552132.480099618, 144162.05812927193], [11552124.136071473, 144160.98838207388]]"
25,COM3-Level1-Stair2-Entrance,COM3-Level1-Foyer,E,COM3_L1_ROOMS,0,T,8,6,LineString,"[[11552124.136071473, 144160.98838207388], [11552132.480099618, 144162.05812927193]]"
26,COM3-Level1-Stair2-Entrance,COM3-01-19-Entrance,W,COM3_L1_ROOMS,0,T,15,11,LineString,"[[11552124.136071473, 144160.98838207388], [11552120.071032122, 144161.20233151352], [11552116.54086637, 144158.95586239756], [11552113.331624774, 144152.64435392892]]"
26,COM3-01-19-Entrance,COM3-Level1-Stair2-Entrance,E,COM3_L1_ROOMS,0,T,15,11,LineString,"[[11552113.331624774, 144152.64435392892], [11552116.54086637, 144158.95586239756], [11552120.071032122, 144161.20233151352], [11552124.136071473, 144160.98838207388]]"
27,COM3-01-19-Entrance,COM3-Level1-Kitchen-Entrance,W,COM3_L1_ROOMS,0,T,12,9,LineString,"[[11552113.331624774, 144152.64435392892], [11552103.496636461, 144146.09883826075]]"
27,COM3-Level1-Kitchen-Entrance,COM3-01-19-Entrance,E,COM3_L1_ROOMS,0,T,12,9,LineString,"[[11552103.496636461, 144146.09883826075], [11552113.331624774, 144152.64435392892]]"
28,COM3-Level1-Foyer-South,COM3-Level1-Foyer-Entrance,S,COM3_L1_ROOMS,0,T,14,10,LineString,"[[11552146.012401674, 144134.61911364133], [11552137.855579296, 144122.93212550247]]"
28,COM3-Level1-Foyer-Entrance,COM3-Level1-Foyer-South,N,COM3_L1_ROOMS,0,T,14,10,LineString,"[[11552137.855579296, 144122.93212550247], [11552146.012401674, 144134.61911364133]]"
29,COM3-Level1-Foyer-Entrance,COM3-Level1-Stair4-Entrance,W,COM3_L1_ROOMS,0,T,30,22,LineString,"[[11552137.855579296, 144122.93212550247], [11552108.123293094, 144122.88532406258]]"
29,COM3-Level1-Stair4-Entrance,COM3-Level1-Foyer-Entrance,E,COM3_L1_ROOMS,0,T,30,22,LineString,"[[11552108.123293094, 144122.88532406258], [11552137.855579296, 144122.93212550247]]"
30,COM3-Level1-Terrace-Entrance,COM3-Level1-MaleToilet3-Entrance,S,COM3_L1_ROOMS,0,T,27,20,LineString,"[[11552091.114312645, 144108.97861048765], [11552089.449518587, 144099.6383802644], [11552097.151698416, 144083.4183383735]]"
30,COM3-Level1-MaleToilet3-Entrance,COM3-Level1-Terrace-Entrance,N,COM3_L1_ROOMS,0,T,27,20,LineString,"[[11552097.151698416, 144083.4183383735], [11552089.449518587, 144099.6383802644], [11552091.114312645, 144108.97861048765]]"
31,COM3-Level1-MaleToilet3-Entrance,COM3-Level1-FemaleToilet3-Entrance,S,COM3_L1_ROOMS,0,T,8,6,LineString,"[[11552097.151698416, 144083.4183383735], [11552100.41442737, 144075.51558094774]]"
31,COM3-Level1-FemaleToilet3-Entrance,COM3-Level1-MaleToilet3-Entrance,N,COM3_L1_ROOMS,0,T,8,6,LineString,"[[11552100.41442737, 144075.51558094774], [11552097.151698416, 144083.4183383735]]"
32,COM3-Level1-FemaleToilet3-Entrance,COM3-Level1-FemaleToilet3,E,COM3_L1_ROOMS,0,T,7,5,LineString,"[[11552100.41442737, 144075.51558094774], [11552106.672448475, 144078.4038983826]]"
32,COM3-Level1-FemaleToilet3,COM3-Level1-FemaleToilet3-Entrance,W,COM3_L1_ROOMS,0,T,7,5,LineString,"[[11552106.672448475, 144078.4038983826], [11552100.41442737, 144075.51558094774]]"
33,COM3-Level1-FemaleToilet3,COM3-Level1-South-Entrance,S,COM3_L1_ROOMS,0,T,19,14,LineString,"[[11552100.41442737, 144075.51558094774], [11552107.742195675, 144058.13218897907]]"
33,COM3-Level1-South-Entrance,COM3-Level1-FemaleToilet3,N,COM3_L1_ROOMS,0,T,19,14,LineString,"[[11552107.742195675, 144058.13218897907], [11552100.41442737, 144075.51558094774]]"
34,COM3-Level1-MaleToilet3-Entrance,COM3-Level1-MaleToilet3,E,COM3_L1_ROOMS,0,T,4,3,LineString,"[[11552097.151698416, 144083.4183383735], [11552100.57488945, 144084.8758689309]]"
34,COM3-Level1-MaleToilet3,COM3-Level1-MaleToilet3-Entrance,W,COM3_L1_ROOMS,0,T,4,3,LineString,"[[11552100.57488945, 144084.8758689309], [11552097.151698416, 144083.4183383735]]"
35,COM3-Level1-South-Entrance,COM3-Level1-Stair5,E,COM3_L1_ROOMS,0,T,19,14,LineString,"[[11552107.742195675, 144058.13218897907], [11552124.713545926, 144065.63951568087]]"
35,COM3-Level1-Stair5,COM3-Level1-South-Entrance,W,COM3_L1_ROOMS,0,T,19,14,LineString,"[[11552124.713545926, 144065.63951568087], [11552107.742195675, 144058.13218897907]]"
36,COM3-01-21-Entrance,COM3-01-21,N,COM3_L1_ROOMS,0,T,4,3,LineString,"[[11552088.466688331, 144165.08685102646], [11552086.160045957, 144168.32952222053]]"
36,COM3-01-21,COM3-01-21-Entrance,S,COM3_L1_ROOMS,0,T,4,3,LineString,"[[11552086.160045957, 144168.32952222053], [11552088.466688331, 144165.08685102646]]"
37,COM3-01-20-Entrance,COM3-01-20,W,COM3_L1_ROOMS,0,T,4,3,LineString,"[[11552100.768781109, 144161.98458415206], [11552098.141214574, 144164.37145758767]]"
37,COM3-01-20,COM3-01-20-Entrance,E,COM3_L1_ROOMS,0,T,4,3,LineString,"[[11552098.141214574, 144164.37145758767], [11552100.768781109, 144161.98458415206]]"
38,COM3-Level1-Foyer,COM3-MPH,E,COM3_L1_ROOMS,0,T,8,6,LineString,"[[11552132.480099618, 144162.05812927193], [11552140.021817384, 144165.1202806263]]"
38,COM3-MPH,COM3-Level1-Foyer,W,COM3_L1_ROOMS,0,T,8,6,LineString,"[[11552140.021817384, 144165.1202806263], [11552132.480099618, 144162.05812927193]]"
39,COM3-01-19-Entrance,COM3-01-19,N,COM3_L1_ROOMS,0,T,5,4,LineString,"[[11552113.331624774, 144152.64435392892], [11552110.603769438, 144156.56230304172]]"
39,COM3-01-19,COM3-01-19-Entrance,S,COM3_L1_ROOMS,0,T,5,4,LineString,"[[11552110.603769438, 144156.56230304172], [11552113.331624774, 144152.64435392892]]"
40,COM3-01-22-Entrance,COM3-01-22,S,COM3_L1_ROOMS,0,T,5,4,LineString,"[[11552151.795722459, 144182.89814187435], [11552153.714581521, 144178.7060700418]]"
40,COM3-01-22,COM3-01-22-Entrance,N,COM3_L1_ROOMS,0,T,5,4,LineString,"[[11552153.714581521, 144178.7060700418], [11552151.795722459, 144182.89814187435]]"
41,COM3-01-23-Entrance,COM3-01-23,E,COM3_L1_ROOMS,0,T,3,2,LineString,"[[11552162.406277481, 144185.91349178893], [11552164.9469271, 144187.05009818677]]"
41,COM3-01-23,COM3-01-23-Entrance,W,COM3_L1_ROOMS,0,T,3,2,LineString,"[[11552164.9469271, 144187.05009818677], [11552162.406277481, 144185.91349178893]]"
42,COM3-01-25-Entrance,COM3-01-25,S,COM3_L1_ROOMS,0,T,4,3,LineString,"[[11552167.86198819, 144173.8788358106], [11552170.830536691, 144171.1643522954]]"
42,COM3-01-25,COM3-01-25-Entrance,N,COM3_L1_ROOMS,0,T,4,3,LineString,"[[11552170.830536691, 144171.1643522954], [11552167.86198819, 144173.8788358106]]"
43,COM3-Level1-Stair3-Entrance,COM3-Level1-Stair3,W,COM3_L1_ROOMS,0,T,10,7,LineString,"[[11552105.368694063, 144177.44243116418], [11552095.430074027, 144180.69178827826]]"
43,COM3-Level1-Stair3,COM3-Level1-Stair3-Entrance,E,COM3_L1_ROOMS,0,T,10,7,LineString,"[[11552095.430074027, 144180.69178827826], [11552105.368694063, 144177.44243116418]]"
44,COM3-Level1-Stair2-Entrance,COM3-Level1-Stair2,S,COM3_L1_ROOMS,0,T,4,3,LineString,"[[11552124.136071473, 144160.98838207388], [11552122.387703432, 144157.25095280042]]"
44,COM3-Level1-Stair2,COM3-Level1-Stair2-Entrance,N,COM3_L1_ROOMS,0,T,4,3,LineString,"[[11552122.387703432, 144157.25095280042], [11552124.136071473, 144160.98838207388]]"
1,COM3-Level2-Stair2-Entrance,COM3-Level2-Stair2,S,COM3_L2_ROOMS,0,T,4,3,LineString,"[[11552124.136071473, 144160.98838207388], [11552122.387703432, 144157.25095280042]]"
1,COM3-Level2-Stair2,COM3-Level2-Stair2-Entrance,N,COM3_L2_ROOMS,0,T,4,3,LineString,"[[11552122.387703432, 144157.25095280042], [11552124.136071473, 144160.98838207388]]"
2,COM3-Level2-Stair2-Entrance,COM3-02-60,E,COM3_L2_ROOMS,0,T,16,12,LineString,"[[11552124.136071473, 144160.98838207388], [11552139.976687444, 144163.6226345489]]"
2,COM3-02-60,COM3-Level2-Stair2-Entrance,W,COM3_L2_ROOMS,0,T,16,12,LineString,"[[11552139.976687444, 144163.6226345489], [11552124.136071473, 144160.98838207388]]"
3,COM3-Level2-Stair2-Entrance,COM3-Level2-Corridor,W,COM3_L2_ROOMS,0,T,28,21,LineString,"[[11552124.136071473, 144160.98838207388], [11552120.071032122, 144161.20233151352], [11552116.54086637, 144158.95586239756], [11552113.331624774, 144152.64435392892], [11552103.471564317, 144145.1160080223]]"
3,COM3-Level2-Corridor,COM3-Level2-Stair2-Entrance,E,COM3_L2_ROOMS,0,T,28,21,LineString,"[[11552103.471564317, 144145.1160080223], [11552113.331624774, 144152.64435392892], [11552116.54086637, 144158.95586239756], [11552120.071032122, 144161.20233151352], [11552124.136071473, 144160.98838207388]]"
4,COM3-Level2-Corridor,COM3-Level2-Toilet2-Entrance,S,COM3_L2_ROOMS,0,T,13,10,LineString,"[[11552103.471564317, 144145.1160080223], [11552107.45637263, 144138.69752483387], [11552108.793556627, 144133.40227620341]]"
4,COM3-Level2-Toilet2-Entrance,COM3-Level2-Corridor,N,COM3_L2_ROOMS,0,T,13,10,LineString,"[[11552108.793556627, 144133.40227620341], [11552107.45637263, 144138.69752483387], [11552103.471564317, 144145.1160080223]]"
5,COM3-Level2-Toilet2-Entrance,COM3-Level2-MaleToilet2,E,COM3_L2_ROOMS,0,T,3,2,LineString,"[[11552108.793556627, 144133.40227620341], [11552110.892935505, 144134.81969124087]]"
5,COM3-Level2-MaleToilet2,COM3-Level2-Toilet2-Entrance,W,COM3_L2_ROOMS,0,T,3,2,LineString,"[[11552110.892935505, 144134.81969124087], [11552108.793556627, 144133.40227620341]]"
6,COM3-Level2-Toilet2-Entrance,COM3-Level2-FemaleToilet2,E,COM3_L2_ROOMS,0,T,2,1,LineString,"[[11552108.793556627, 144133.40227620341], [11552110.999910224, 144132.78717156456]]"
6,COM3-Level2-FemaleToilet2,COM3-Level2-Toilet2-Entrance,W,COM3_L2_ROOMS,0,T,2,1,LineString,"[[11552110.999910224, 144132.78717156456], [11552108.793556627, 144133.40227620341]]"
7,COM3-Level2-Toilet2-Entrance,COM3-Level2-Stair4-Entrance,S,COM3_L2_ROOMS,0,T,5,4,LineString,"[[11552108.793556627, 144133.40227620341], [11552109.154596306, 144128.3744643725]]"
7,COM3-Level2-Stair4-Entrance,COM3-Level2-Toilet2-Entrance,N,COM3_L2_ROOMS,0,T,5,4,LineString,"[[11552109.154596306, 144128.3744643725], [11552108.793556627, 144133.40227620341]]"
8,COM3-Level2-Stair4-Entrance,COM3-Level2-Stair4,E,COM3_L2_ROOMS,0,T,2,1,LineString,"[[11552109.154596306, 144128.3744643725], [11552111.409422819, 144128.28754741274]]"
8,COM3-Level2-Stair4,COM3-Level2-Stair4-Entrance,W,COM3_L2_ROOMS,0,T,2,1,LineString,"[[11552111.409422819, 144128.28754741274], [11552109.154596306, 144128.3744643725]]"
1,COM3-Level1-Lift1,COM3-Basement1-Lift1,L,COM3_L1_ROOMS,0,T,0,36,LineString,"[[11552174.360702425, 144154.9443104047], [11552174.360702425, 144154.9443104047]]"
2,COM3-Basement1-Lift1,COM3-Level1-Lift1,L,COM3_B1_ROOMS,0,T,0,0,LineString,"[[11552174.360702425, 144154.9443104047], [11552174.360702425, 144154.9443104047]]"
3,COM3-Level1-Stair5,COM3-Basement1-Stair5,D,COM3_L1_ROOMS,16,F,5,15,LineString,"[[11552124.713545926, 144065.63951568087], [11552129.225728104, 144067.55933616203]]"
4,COM3-Basement1-Stair5,COM3-Level1-Stair5,U,COM3_B1_ROOMS,16,F,5,15,LineString,"[[11552129.225728104, 144067.55933616203], [11552124.713545926, 144065.63951568087]]"
5,COM3-Level1-Stair4,COM3-Basement1-Stair4,D,COM3_L1_ROOMS,24,T,12,26,LineString,"[[11552111.225559969, 144127.80616117368], [11552111.295255851, 144124.93865784784], [11552115.433909176, 144125.03565753513], [11552111.225559969, 144127.80616117368]]"
6,COM3-Basement1-Stair4,COM3-Level1-Stair4,U,COM3_B1_ROOMS,24,T,12,26,LineString,"[[11552111.225559969, 144127.80616117368], [11552115.433909176, 144125.03565753513], [11552111.295255851, 144124.93865784784], [11552111.225559969, 144127.80616117368]]"
7,COM3-Level1-Stair2,COM3-Basement1-Stair2,D,COM3_L1_ROOMS,24,T,16,29,LineString,"[[11552122.387703432, 144157.25095280042], [11552124.325547177, 144154.84689476408], [11552122.838218639, 144152.93923424726], [11552119.669562187, 144152.93923424726], [11552118.634898856, 144154.5558957022], [11552120.510226144, 144157.07788757188], [11552122.387703432, 144157.25095280042]]"
8,COM3-Basement1-Stair2,COM3-Level1-Stair2,U,COM3_B1_ROOMS,24,T,16,29,LineString,"[[11552122.387703432, 144157.25095280042], [11552120.510226144, 144157.07788757188], [11552118.634898856, 144154.5558957022], [11552119.669562187, 144152.93923424726], [11552122.838218639, 144152.93923424726], [11552124.325547177, 144154.84689476408], [11552122.387703432, 144157.25095280042]]"
9,COM3-Level1-Stair2,COM3-Level2-Stair2,U,COM3_L1_ROOMS,24,T,16,29,LineString,"[[11552122.387703432, 144157.25095280042], [11552120.510226144, 144157.07788757188], [11552118.634898856, 144154.5558957022], [11552119.669562187, 144152.93923424726], [11552122.838218639, 144152.93923424726], [11552124.325547177, 144154.84689476408], [11552122.387703432, 144157.25095280042]]"
10,COM3-Level2-Stair2,COM3-Level1-Stair2,D,COM3_L2_ROOMS,24,T,16,29,LineString,"[[11552122.387703432, 144157.25095280042], [11552124.325547177, 144154.84689476408], [11552122.838218639, 144152.93923424726], [11552119.669562187, 144152.93923424726], [11552118.634898856, 144154.5558957022], [11552120.510226144, 144157.07788757188], [11552122.387703432, 144157.25095280042]]"
1,COM4-Level2-Entrance,COM4-Level2-Corridor,N,COM4_L2_ROOMS,0,T,11,8,LineString,"[[11552214.910807142, 144163.24153710977], [11552211.246922988, 144173.2837889316]]"
1,COM4-Level2-Corridor,COM4-Level2-Entrance,S,COM4_L2_ROOMS,0,T,11,8,LineString,"[[11552211.246922988, 144173.2837889316], [11552214.910807142, 144163.24153710977]]"
2,COM4-Level2-Corridor,COM4-Level2-MaleToilet,E,COM4_L2_ROOMS,0,T,10,7,LineString,"[[11552211.246922988, 144173.2837889316], [11552220.313030493, 144176.88081388516]]"
2,COM4-Level2-MaleToilet,COM4-Level2-Corridor,W,COM4_L2_ROOMS,0,T,10,7,LineString,"[[11552220.313030493, 144176.88081388516], [11552211.246922988, 144173.2837889316]]"
3,COM4-Level2-Corridor,COM4-Level2-FemaleToilet,E,COM4_L2_ROOMS,0,T,9,7,LineString,"[[11552211.246922988, 144173.2837889316], [11552217.665406177, 144175.83781036703], [11552217.036929697, 144177.54940588394]]"
3,COM4-Level2-FemaleToilet,COM4-Level2-Corridor,W,COM4_L2_ROOMS,0,T,9,7,LineString,"[[11552217.036929697, 144177.54940588394], [11552217.665406177, 144175.83781036703], [11552211.246922988, 144173.2837889316]]"
4,COM4-Level2-Corridor,COM4-Level2-LiftLobby-Entrance,N,COM4_L2_ROOMS,0,T,7,5,LineString,"[[11552211.246922988, 144173.2837889316], [11552208.572554993, 144179.3947198006]]"
4,COM4-Level2-LiftLobby-Entrance,COM4-Level2-Corridor,S,COM4_L2_ROOMS,0,T,7,5,LineString,"[[11552208.572554993, 144179.3947198006], [11552211.246922988, 144173.2837889316]]"
5,COM4-Level2-LiftLobby-Entrance,COM4-Level2-LiftLobby,W,COM4_L2_ROOMS,0,T,5,4,LineString,"[[11552208.572554993, 144179.3947198006], [11552203.86566732, 144177.46917484407]]"
5,COM4-Level2-LiftLobby,COM4-Level2-LiftLobby-Entrance,E,COM4_L2_ROOMS,0,T,5,4,LineString,"[[11552203.86566732, 144177.46917484407], [11552208.572554993, 144179.3947198006]]"
6,COM4-Level2-LiftLobby,COM4-Level2-Stair1,S,COM4_L2_ROOMS,0,T,4,3,LineString,"[[11552203.86566732, 144177.46917484407], [11552205.47028812, 144173.29716077165]]"
6,COM4-Level2-Stair1,COM4-Level2-LiftLobby,N,COM4_L2_ROOMS,0,T,4,3,LineString,"[[11552205.47028812, 144173.29716077165], [11552203.86566732, 144177.46917484407]]"
7,COM4-Level2-LiftLobby,COM4-Level2-Lift,N,COM4_L2_ROOMS,0,T,3,2,LineString,"[[11552203.86566732, 144177.46917484407], [11552202.956382206, 144179.8226186799]]"
7,COM4-Level2-Lift,COM4-Level2-LiftLobby,S,COM4_L2_ROOMS,0,T,3,2,LineString,"[[11552202.956382206, 144179.8226186799], [11552203.86566732, 144177.46917484407]]"
8,COM4-Level2-LiftLobby-Entrance,COM4-02-01-Entrance,E,COM4_L2_ROOMS,0,T,13,10,LineString,"[[11552208.572554993, 144179.3947198006], [11552206.914446838, 144184.4225316316], [11552213.867803626, 144187.2038743466]]"
8,COM4-02-01-Entrance,COM4-Level2-LiftLobby-Entrance,W,COM4_L2_ROOMS,0,T,13,10,LineString,"[[11552213.867803626, 144187.2038743466], [11552206.914446838, 144184.4225316316], [11552208.572554993, 144179.3947198006]]"
9,COM4-02-01-Entrance,COM4-02-02-Entrance,E,COM4_L2_ROOMS,0,T,5,4,LineString,"[[11552213.867803626, 144187.2038743466], [11552218.414229218, 144189.07593194323]]"
9,COM4-02-02-Entrance,COM4-02-01-Entrance,W,COM4_L2_ROOMS,0,T,5,4,LineString,"[[11552218.414229218, 144189.07593194323], [11552213.867803626, 144187.2038743466]]"
10,COM4-02-02-Entrance,COM4-02-05-Entrance,E,COM4_L2_ROOMS,0,T,3,2,LineString,"[[11552218.414229218, 144189.07593194323], [11552221.356034013, 144190.1991665012]]"
10,COM4-02-05-Entrance,COM4-02-02-Entrance,W,COM4_L2_ROOMS,0,T,3,2,LineString,"[[11552221.356034013, 144190.1991665012], [11552218.414229218, 144189.07593194323]]"
11,COM4-02-05-Entrance,COM4-02-0304-Entrance,E,COM4_L2_ROOMS,0,T,12,9,LineString,"[[11552221.356034013, 144190.1991665012], [11552232.320942791, 144194.63861737316]]"
11,COM4-02-0304-Entrance,COM4-02-05-Entrance,W,COM4_L2_ROOMS,0,T,12,9,LineString,"[[11552232.320942791, 144194.63861737316], [11552221.356034013, 144190.1991665012]]"
12,COM4-02-0304-Entrance,COM4-Level2-Stair2,E,COM4_L2_ROOMS,0,T,13,10,LineString,"[[11552232.320942791, 144194.63861737316], [11552244.836985007, 144199.5594544843]]"
12,COM4-Level2-Stair2,COM4-02-0304-Entrance,W,COM4_L2_ROOMS,0,T,13,10,LineString,"[[11552244.836985007, 144199.5594544843], [11552232.320942791, 144194.63861737316]]"
13,COM4-02-0304-Entrance,COM4-02-03,N,COM4_L2_ROOMS,0,T,4,3,LineString,"[[11552232.320942791, 144194.63861737316], [11552230.769809354, 144197.9013463273]]"
13,COM4-02-03,COM4-02-0304-Entrance,S,COM4_L2_ROOMS,0,T,4,3,LineString,"[[11552230.769809354, 144197.9013463273], [11552232.320942791, 144194.63861737316]]"
14,COM4-02-0304-Entrance,COM4-02-04,S,COM4_L2_ROOMS,0,T,4,3,LineString,"[[11552232.320942791, 144194.63861737316], [11552233.925563587, 144191.05496425962]]"
14,COM4-02-04,COM4-02-0304-Entrance,N,COM4_L2_ROOMS,0,T,4,3,LineString,"[[11552233.925563587, 144191.05496425962], [11552232.320942791, 144194.63861737316]]"
15,COM4-02-05-Entrance,COM4-02-05,S,COM4_L2_ROOMS,0,T,4,3,LineString,"[[11552221.356034013, 144190.1991665012], [11552222.853680087, 144186.98992490696]]"
15,COM4-02-05,COM4-02-05-Entrance,N,COM4_L2_ROOMS,0,T,4,3,LineString,"[[11552222.853680087, 144186.98992490696], [11552221.356034013, 144190.1991665012]]"
16,COM4-02-02-Entrance,COM4-02-02,N,COM4_L2_ROOMS,0,T,4,3,LineString,"[[11552218.414229218, 144189.07593194323], [11552217.023557859, 144192.3921482572]]"
16,COM4-02-02,COM4-02-02-Entrance,S,COM4_L2_ROOMS,0,T,4,3,LineString,"[[11552217.023557859, 144192.3921482572], [11552218.414229218, 144189.07593194323]]"
17,COM4-02-01-Entrance,COM4-02-01,N,COM4_L2_ROOMS,0,T,4,3,LineString,"[[11552213.867803626, 144187.2038743466], [11552212.370157545, 144190.41311594078]]"
17,COM4-02-01,COM4-02-01-Entrance,S,COM4_L2_ROOMS,0,T,4,3,LineString,"[[11552212.370157545, 144190.41311594078], [11552213.867803626, 144187.2038743466]]"
1,COM4-Level3-LiftLobby,COM4-Level3-Stair1,S,COM4_L3_ROOMS,0,T,4,3,LineString,"[[11552203.86566732, 144177.46917484407], [11552205.47028812, 144173.29716077165]]"
1,COM4-Level3-Stair1,COM4-Level3-LiftLobby,N,COM4_L3_ROOMS,0,T,4,3,LineString,"[[11552205.47028812, 144173.29716077165], [11552203.86566732, 144177.46917484407]]"
2,COM4-Level3-LiftLobby,COM4-Level3-Lift,N,COM4_L3_ROOMS,0,T,3,2,LineString,"[[11552203.86566732, 144177.46917484407], [11552202.956382206, 144179.8226186799]]"
2,COM4-Level3-Lift,COM4-Level3-LiftLobby,S,COM4_L3_ROOMS,0,T,3,2,LineString,"[[11552202.956382206, 144179.8226186799], [11552203.86566732, 144177.46917484407]]"
3,COM4-Level3-LiftLobby,COM4-Level3-LiftLobby-Entrance,E,COM4_L3_ROOMS,0,T,5,4,LineString,"[[11552203.86566732, 144177.46917484407], [11552208.572554993, 144179.3947198006]]"
3,COM4-Level3-LiftLobby-Entrance,COM4-Level3-LiftLobby,W,COM4_L3_ROOMS,0,T,5,4,LineString,"[[11552208.572554993, 144179.3947198006], [11552203.86566732, 144177.46917484407]]"
4,COM4-Level3-LiftLobby-Entrance,COM4SR31-Entrance,E,COM4_L3_ROOMS,0,T,13,10,LineString,"[[11552208.572554993, 144179.3947198006], [11552206.914446838, 144184.4225316316], [11552213.867803626, 144187.2038743466]]"
4,COM4SR31-Entrance,COM4-Level3-LiftLobby-Entrance,W,COM4_L3_ROOMS,0,T,13,10,LineString,"[[11552213.867803626, 144187.2038743466], [11552206.914446838, 144184.4225316316], [11552208.572554993, 144179.3947198006]]"
5,COM4SR31-Entrance,COM4SR32-Entrance,E,COM4_L3_ROOMS,0,T,5,4,LineString,"[[11552213.867803626, 144187.2038743466], [11552218.414229218, 144189.07593194323]]"
5,COM4SR32-Entrance,COM4SR31-Entrance,W,COM4_L3_ROOMS,0,T,5,4,LineString,"[[11552218.414229218, 144189.07593194323], [11552213.867803626, 144187.2038743466]]"
6,COM4SR32-Entrance,COM4SR33-Entrance,E,COM4_L3_ROOMS,0,T,15,11,LineString,"[[11552218.414229218, 144189.07593194323], [11552232.320942791, 144194.63861737316]]"
6,COM4SR33-Entrance,COM4SR32-Entrance,W,COM4_L3_ROOMS,0,T,15,11,LineString,"[[11552232.320942791, 144194.63861737316], [11552218.414229218, 144189.07593194323]]"
7,COM4SR33-Entrance,COM4-Level3-Stair2,E,COM4_L3_ROOMS,0,T,13,10,LineString,"[[11552232.320942791, 144194.63861737316], [11552244.836985007, 144199.5594544843]]"
7,COM4-Level3-Stair2,COM4SR33-Entrance,W,COM4_L3_ROOMS,0,T,13,10,LineString,"[[11552244.836985007, 144199.5594544843], [11552232.320942791, 144194.63861737316]]"
8,COM4SR33-Entrance,COM4SR33,N,COM4_L3_ROOMS,0,T,4,3,LineString,"[[11552232.320942791, 144194.63861737316], [11552230.769809354, 144197.9013463273]]"
8,COM4SR33,COM4SR33-Entrance,S,COM4_L3_ROOMS,0,T,4,3,LineString,"[[11552230.769809354, 144197.9013463273], [11552232.320942791, 144194.63861737316]]"
9,COM4SR32-Entrance,COM4SR32,N,COM4_L3_ROOMS,0,T,4,3,LineString,"[[11552218.414229218, 144189.07593194323], [11552217.023557859, 144192.3921482572]]"
9,COM4SR32,COM4SR32-Entrance,S,COM4_L3_ROOMS,0,T,4,3,LineString,"[[11552217.023557859, 144192.3921482572], [11552218.414229218, 144189.07593194323]]"
10,COM4SR31-Entrance,COM4SR31,N,COM4_L3_ROOMS,0,T,4,3,LineString,"[[11552213.867803626, 144187.2038743466], [11552212.370157545, 144190.41311594078]]"
10,COM4SR31,COM4SR31-Entrance,S,COM4_L3_ROOMS,0,T,4,3,LineString,"[[11552212.370157545, 144190.41311594078], [11552213.867803626, 144187.2038743466]]"
11,COM4-Level3-LiftLobby-Entrance,COM4-Level3-Corridor,S,COM4_L3_ROOMS,0,T,7,5,LineString,"[[11552208.572554993, 144179.3947198006], [11552211.246922988, 144173.2837889316]]"
11,COM4-Level3-Corridor,COM4-Level3-LiftLobby-Entrance,N,COM4_L3_ROOMS,0,T,7,5,LineString,"[[11552211.246922988, 144173.2837889316], [11552208.572554993, 144179.3947198006]]"
